^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS2101
!dataset_title = Chitin oligomer chitooctaose effect on seedlings
!dataset_description = Analysis of 14-day-old Col-0 seedlings treated with 1 uM chitooctaose for 3 minutes. Chitooctaose, a chitin oligomer, is released by plant enzymes from the cell wall of many plant fungal pathogens. Results provide insight into the plant defense response to fungal elicitors.
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 17722694
!dataset_platform = GPL198
!dataset_platform_organism = Arabidopsis thaliana
!dataset_platform_technology_type = in situ oligonucleotide
!dataset_feature_count = 22810
!dataset_sample_organism = Arabidopsis thaliana
!dataset_sample_type = RNA
!dataset_channel_count = 1
!dataset_sample_count = 6
!dataset_value_type = count
!dataset_reference_series = GSE4746
!dataset_order = none
!dataset_update_date = Oct 10 2012
^SUBSET = GDS2101_1
!subset_dataset_id = GDS2101
!subset_description = control
!subset_sample_id = GSM107437,GSM107438,GSM107439
!subset_type = agent
^SUBSET = GDS2101_2
!subset_dataset_id = GDS2101
!subset_description = chitooctaose
!subset_sample_id = GSM107440,GSM107441,GSM107442
!subset_type = agent
^DATASET = GDS2101
#ID_REF = Platform reference identifier
#IDENTIFIER = identifier
#GSM107437 = Value for GSM107437: Arabidopsis_Water-30M_rep1; src: Arabidopsis 2-week-old seedlings
#GSM107438 = Value for GSM107438: Arabidopsis_Water-30M_rep2; src: Arabidopsis 2-week-old seedlings
#GSM107439 = Value for GSM107439: Arabidopsis_Water-30M_rep3; src: Arabidopsis 2-week-old seedlings
#GSM107440 = Value for GSM107440: Arabidopsis_Chitooctaose-30M_rep1; src: Arabidopsis 2-week-old seedlings
#GSM107441 = Value for GSM107441: Arabidopsis_Chitooctaose-30M_rep2; src: Arabidopsis 2-week-old seedlings
#GSM107442 = Value for GSM107442: Arabidopsis_Chitooctaose-30M_rep3; src: Arabidopsis 2-week-old seedlings
!dataset_table_begin
ID_REF	IDENTIFIER	GSM107437	GSM107438	GSM107439	GSM107440	GSM107441	GSM107442
257516_at	ACR4	494.881	469.607	482.36	338.832	306.566	315.59
257517_at	AT3G16330	131.254	129.207	136.709	136.321	106.367	98.9889
257518_at	AT3G03880	187.413	201.162	177.883	164.065	161.962	140.685
257519_at	AT3G01210	194.797	225.667	199.594	195.086	193.468	175.616
257520_at	AT3G07710	57.3051	55.2172	77.3536	56.8501	63.9361	79.9058
257521_at	AT3G09140	35.6519	43.4958	58.1903	42.911	14.1091	23.668
257522_at	AT3G08990	116.552	100.516	99.3937	103.042	108.309	117.667
257523_at	AT3G01620	49.9219	27.5117	39.334	47.2733	32.8928	35.5761
257524_at	DEL3	74.3246	61.82	101.609	54.0871	80.5992	61.7198
257525_at	AT3G04900	24.794	41.8477	7.82578	35.0774	34.6199	20.2555
257526_s_at	AT3G09340	40.53	33.3407	38.3917	29.6862	35.5135	31.8236
257527_at	AT3G01880	18.1488	32.6392	47.7081	21.6038	30.0533	22.7104
257528_at	AT3G02125	41.5661	56.9808	73.1097	58.2495	52.1077	54.5253
257529_at	AT3G03290	null	6.05468	41.5635	16.5327	22.5798	12.9638
257530_at	AT3G03040	356.337	327.658	379.577	368.531	270.647	358.973
257531_at	AT3G07250	null	20.7235	null	null	null	null
257532_at	AT3G04710	48.0018	72.8547	46.8096	40.396	63.6565	60.9672
257533_at	AT3G10840	507.741	504.676	474.012	495.051	470.873	493.155
257534_at	AT3G09670	143.288	123.152	149.958	114.739	122.879	142.411
257535_at	AT3G09490	91.7701	69.2547	67.2169	95.7322	73.6321	77.8879
257536_at	AT3G02800	51.0263	41.2778	63.5714	281.733	287.317	295.538
257537_at	AT3G22350	40.6749	28.5205	41.5971	34.871	34.1934	12.5617
257538_at	AT3G16160	35.2068	6.61197	61.1517	47.462	44.6916	23.7876
257539_at	AT3G29152	35.6032	43.1441	49.238	39.4367	4.19903	37.7472
257540_at	DMP1	null	11.7409	null	341.675	346.525	341.254
257541_at	AT3G25950	419.926	595.308	454.617	361.763	362.052	436.606
257542_at	AT3G26050	77.4043	66.976	59.2395	71.7759	69.4762	56.3706
257543_at	AT3G28960	52.4212	32.9565	37.6859	40.6155	41.1849	42.2114
257544_at	WIP4	56.0235	65.5242	44.579	59.8592	20.2138	48.281
257545_at	AT3G23200	126.237	142.432	119.186	143.357	127.527	131.704
257546_s_at	AT5G02700	45.6652	51.213	92.4087	42.8062	52.9875	51.5647
257547_at	AT3G13000	195.404	158.427	154.277	182.894	172.444	171.45
257548_s_at	LBD24	null	21.5752	16.1921	13.9011	17.6797	26.8357
257549_at	AGL103	17.5725	23.9725	36.2981	29.2567	45.6887	22.8261
257550_at	AT3G18460	50.3093	63.2653	41.2587	69.4111	67.8452	64.4745
257551_at	AT3G13270	49.6313	58.7283	55.0286	50.496	61.7515	46.435
257552_at	AT3G26130	15.2059	6.71259	18.0181	33.2764	9.28247	10.3261
257553_at	TPR2	360.354	439.678	331.747	384.382	357.78	360.947
257554_at	VAMP728	93.7176	92.2558	156.276	101.649	87.2804	106.526
257555_at	AT3G24780	38.4261	65.3768	60.209	52.5215	53.4018	51.4931
257556_at	AT3G28100	174.28	118.59	186.013	140.261	152.653	151.121
257557_at	AT3G14490	12.9443	18.4581	18.5728	18.3996	16.1953	11.1172
257558_s_at	AT4G20680	6.90384	18.7305	23.4784	16.2662	18.0309	39.1843
257559_at	AT3G22050	30.5618	33.016	37.4404	25.7172	22.2619	27.278
257560_at	AT3G14960	383.608	351.777	565.352	379.093	294.716	280.37
257561_at	PUM25	57.292	51.4594	57.4289	78.509	73.4716	52.2101
257562_at	AT3G30480	51.9828	38.5954	52.0233	51.9092	59.1825	49.3405
257563_at	AT3G19610	71.0969	64.2239	73.2367	49.3142	68.8934	61.4436
257564_at	AT3G28610	106.041	64.0164	93.5901	48.5436	66.7618	49.7926
257565_at	AT3G28620	20.4174	19.1281	21.9292	22.6932	16.517	13.551
257566_x_at	AT3G29610	23.9106	68.3026	41.0537	46.4055	45.7242	35.3987
257567_at	AT3G23930	44.2898	51.5524	38.891	40.5617	33.1008	47.3835
257568_s_at	AT3G23970	41.661	59.8752	45.9316	48.1687	49.412	43.603
257569_at	AT3G26350	67.1396	37.3449	91.9092	78.2774	34.2475	32.2358
257570_at	AT3G13662	5.06666	5.55808	12.196	25.2071	17.6301	15.659
257571_at	GATA17	265.006	192.169	291.849	208.264	174.864	209.205
257572_at	AT3G16880	21.3624	35.9815	28.2152	46.9045	23.3453	37.0848
257573_at	iqd9	189.361	146.815	176.165	185.819	164.811	184.654
257574_at	AT3G20710	42.1158	36.1097	40.6735	37.7023	42.9706	51.6225
257575_at	AT3G29265	33.9387	20.7618	41.3501	27.8734	38.2712	31.853
257576_at	AT3G28280	42.1549	54.6794	59.928	40.8376	44.2545	45.5816
257577_at	AT3G30150	33.4734	null	18.3074	24.5551	21.8449	23.3446
257578_x_at	AT3G30160	654.199	738.087	699.957	674.13	629.932	603.341
257579_at	AT3G11000	25.4998	29.5534	42.2472	29.7876	52.5392	33.5469
257580_at	AT3G06210	78.4197	41.6324	72.82	64.5302	45.5829	68.0858
257581_s_at	AT1G51120	17.0002	16.9007	36.1223	24.1273	12.3156	17.4745
257582_at	AT1G50720	28.2836	33.2887	25.6606	15.5002	19.6087	18.2059
257583_at	PMI2	133.676	116.617	141.927	208.667	176.822	188.071
257584_at	AT1G54955	42.9887	68.0755	48.9427	45.0774	29.734	24.2221
257585_at	AT3G12420	18.4201	38.7163	35.3088	39.2387	37.7932	10.6174
257586_at	AT1G50760	98.6233	81.1359	95.8187	91.998	110.558	106.675
257587_at	AT1G56310	75.2693	40.3906	76.7515	56.4379	47.554	66.4968
257588_x_at	AT1G30150	60.524	73.2065	59.778	85.7294	78.4925	92.2037
257589_at	AT1G55050	209.232	244.592	35.9857	79.7335	228.571	77.5121
257590_s_at	AT3G24880	168.509	184.096	162.994	162.662	101.912	189.645
257591_at	RLP39	33.1855	25.8869	15.4379	31.7443	30.363	18.4275
257592_at	RLP40	36.0255	24.744	35.3714	29.7927	27.573	27.836
257593_at	AT3G24840	89.4026	87.1192	85.8433	96.8654	89.7207	58.9605
257594_at	AT3G24740	201.674	165.588	202.972	180.204	154.223	186.851
257595_at	AT3G24750	29.9192	29.1002	49.03	25.2189	22.7233	32.6708
257596_at	AT3G24760	210.184	208.22	267.433	231.256	229.325	160.106
257597_at	AT3G24790	18.2521	23.5384	23.7402	24.8134	25.2878	21.8789
257598_at	PRT1	296.538	246.886	295.098	265.889	242.948	263.409
257599_at	AT3G24830	5771.18	5982.67	5788.08	5733.62	5673.78	5478.94
257600_at	CLE41	528.207	524.761	564.489	507.542	526.843	549.572
257601_at	AT3G24820	94.714	80.8318	81.7039	84.5214	62.081	89.4007
257602_at	AT3G13800	452.036	512.625	418.076	410.141	448.68	319.716
257603_at	AT3G13820	19.5892	19.4169	48.5492	34.3811	17.2325	23.8375
257604_s_at	AT1G11810	28.1507	23.7979	26.0941	25.2693	13.3325	3.23422
257605_at	AT3G13840	33.7406	48.5145	51.6331	40.0443	43.8993	39.2023
257606_at	RHD3	1198.64	1170.68	1254.4	1155.32	1285.15	1129.97
257607_at	AT3G13880	178.823	74.3197	175.584	58.9998	155.976	41.8976
257608_at	HSP60-3A	795.305	716.171	701.139	714.935	583.866	791.469
257609_at	AT3G13845	348.063	294.109	318.794	332.69	321.093	312.478
257610_at	IDD11	99.4159	97.1302	95.979	82.6274	91.7696	81.1722
257611_at	AT3G26580	950.491	637.885	1102.59	927.764	840.701	943.44
257612_at	ARO4	415.624	329.589	394.679	411.93	312.08	464.861
257613_at	AT3G26610	59.5536	51.822	79.0493	61.489	49.0897	83.3385
257614_at	AT3G26614	67.0404	101.141	101.753	84.6238	73.058	88.5575
257615_at	AT3G26510	427.039	338.147	458.146	265.72	238.681	305.532
257616_at	AT3G26540	48.3503	49.4563	70.4717	56.3804	63.632	42.3455
257617_at	AT3G26550	25.025	45.5103	43.7008	46.7851	33.4422	29.5244
257618_at	AT3G24715	91.9018	114.309	87.0494	97.6272	73.0656	98.7476
257619_at	ICK3	81.4935	62.0658	89.6125	69.9679	64.7491	77.7804
257620_at	AT3G24850	40.8937	29.1626	41.4842	42.6597	36.9437	30.0955
257621_at	CPK9	466.085	361.512	514.796	564.025	647.081	747.007
257622_at	AT3G20280	141.435	160.237	176.199	132.727	154.14	159.836
257623_at	CYP71B23	195.569	179.473	165.933	206.594	207.614	234.214
257624_at	CYP71B3	136.789	123.676	127.777	127.659	111.157	159.635
257625_at	CYP71B24	133.552	110.562	128.31	126.354	116.079	153.306
257626_s_at	AT3G26250	75.1157	72.9053	70.8092	65.7134	76.8002	80.6093
257627_at	CYP71B25	35.3602	34.8697	33.9395	44.7169	58.2365	49.2871
257628_at	CYP71B26	410.807	403.861	494	346.401	370.401	487.648
257629_at	AT3G26140	79.8808	108.671	84.2734	110.714	97.52	98.7409
257630_at	CYP71B16	32.0539	35.5824	14.7191	9.32897	24.0568	19.7198
257631_at	CYP71B17	47.9825	60.3409	70.9158	60.0398	65.8028	36.8194
257632_at	CYP71B21	82.7721	74.8619	102.409	81.2147	73.9297	84.1193
257633_at	CYP86C2	44.6345	52.3966	54.7383	55.276	53.2463	66.4276
257634_s_at	CYP71B20	634.938	688.634	622.201	570.855	759.462	546.176
257635_at	CYP71B4	305.434	371.25	360.634	258.438	287.466	288.898
257636_at	CYP71B22	339.544	446.902	422.669	359.887	347.445	354.458
257637_at	AT3G25810	49.5203	76.8833	49.8696	68.5529	58.0564	61.7441
257638_at	TPS-CIN	14.5354	24.9527	33.4221	24.9862	28.3361	31.8738
257639_at	AT3G25720	65.9961	78.2518	74.3094	58.7708	51.0302	45.4687
257640_at	AT3G25750	375.49	132.118	370.827	82.5172	null	71.2346
257641_s_at	AOC2	1141.8	1008.78	1358.56	1508.5	1366.81	1585.75
257642_at	BHLH32	102.463	100.743	90.1854	92.8263	62.3492	90.5957
257643_at	EDF3	393.389	261.792	367.948	337.842	225.95	368.497
257644_at	AOC3	171.666	205.652	150.437	546.152	414.345	521.275
257645_at	AT3G25790	60.7081	59.1685	86.321	108.296	59.7133	35.9581
257646_at	MAP1B	206.644	176.534	190.86	207.17	208.905	192.12
257647_at	AT3G25805	578.675	710.3	616.019	577.484	566.406	551.133
257648_at	AT3G16840	398.225	300.051	411.599	359.518	384.823	433.745
257649_at	RR1	135.2	146.148	137.519	118.689	109.582	127.566
257650_at	AT3G16800	248.826	258.648	277.986	222.411	220.653	243.762
257651_at	AT3G16850	811.719	792.188	817.319	668.043	700.164	702.941
257652_at	PUM24	617.45	680.043	674.481	612.348	592.45	633.64
257653_at	AT3G13225	200.432	256.174	204.527	231.277	100.988	163.586
257654_at	AT3G13310	331.543	352.162	286.364	227.897	204.464	184.622
257655_at	AT3G13350	160.966	155.31	154.14	129.962	132.985	125.385
257656_at	AT3G13228	28.309	34.5774	41.9494	37.7456	43.5513	27.0702
257657_at	AT3G13235	434.808	440.184	477.605	446.283	461.39	479.062
257658_at	AT3G13230	1203.62	1350.03	1192.27	1155.68	1046.86	1231.9
257659_at	AT3G13226	347.903	294.008	343.814	304.398	310.106	347.96
257660_at	WIP3	328.795	235.081	320.628	282.682	277.258	307.016
257661_at	AT3G13340	372.985	340.522	363.959	344.557	274.916	380.953
257662_at	CAX2	377.551	396.487	354.703	506.394	556.215	450.411
257663_at	AT3G20260	186.441	156.387	186.456	172.841	147.113	136.625
257664_at	EMB2743	21.8923	42.0391	83.0611	22.4296	58.5599	24.8024
257665_at	AT3G20430	234.114	175.501	208.891	194.715	155.281	203.381
257666_at	AT3G20270	220.652	238.937	220.819	244.287	264.358	274.178
257667_at	EMB2729	285.556	347.978	310.865	270.633	339.372	284.244
257668_at	AT3G20460	57.9212	55.4963	69.8332	56.0769	76.4803	77.7268
257669_at	MSH5	60.6104	50.51	56.7098	73.0266	68.8276	63.4165
257670_at	AT3G20340	51.1332	70.6399	50.9146	39.5473	38.8355	57.831
257671_at	AT3G20450	48.5605	45.5542	56.5532	49.1716	67.757	13.7488
257672_at	AT3G20300	188.471	165.894	201.213	157.639	177.456	149.858
257673_at	AT3G20370	1551.59	1667.9	1586.84	1708.48	1483.7	1368.99
257674_at	AT3G20390	3322.92	3291	3303.24	3638.9	3375.68	3065.59
257675_at	ERF7	441.954	466.203	418.345	438.984	489.09	470.311
257676_at	TGD2	648.411	573.757	696.793	608.312	562.494	673.709
257677_at	EHD1	441.279	423.839	453.35	408.655	389.047	354.149
257678_at	RTL2	25.2522	40.7057	30.4602	19.971	30.3504	11.1807
257679_at	GRP5	150.309	149.473	202.614	217.244	112.243	150.69
257680_at	PYRB	1318.85	1107.29	1262.55	1293.68	1236.38	1273.18
257681_at	AT3G13370	25.8635	25.8068	25.963	28.0113	29.5708	12.2566
257682_at	AT3G13240	23.8945	13.3136	18.8243	13.0952	11.2071	17.5877
257683_at	AT3G13280	21.873	21.1661	22.4307	9.0607	30.395	22.3383
257684_s_at	VCS	1403.33	1632.79	1362.88	1347.76	1333.91	1428.41
257685_at	MEF22	83.2412	95.6559	101.522	78.387	94.891	95.4564
257686_at	SDRB	1199.23	1174.56	1229.02	1236.15	1017.3	1200.59
257687_at	SDRB	1670	1623.91	1605.86	1593.52	1523.89	1574.12
257688_at	PIE1	47.8874	32.6309	48.3703	37.8267	31.4283	50.6301
257689_at	MYB10	25.913	20.2248	31.6278	23.1519	5.37407	17.5644
257690_at	AT3G12830	110.549	129.73	110.099	272.669	215.976	219.554
257691_at	FLA14	53.8077	86.9104	73.5307	74.4661	92.8567	70.9931
257692_at	AT3G12840	14.1977	20.3063	13.2662	9.7107	2.92509	31.3547
257693_at	AT3G12850	30.566	41.1529	34.0289	35.972	24.9052	26.6886
257694_at	AT3G12860	206.263	157.102	182.629	147.869	123.939	189.503
257695_at	HUA1	244.613	239.226	253.16	226.117	162.049	223.858
257696_at	AGC1.5	71.4662	71.4038	87.7339	49.9171	58.8347	62.3322
257697_at	AT3G12700	529.963	442.472	553.779	648.302	473.095	633.613
257698_at	AT3G12730	144.614	177.53	133.32	144.257	170.233	125.787
257699_at	PGK1	5852.7	5971.95	6534.89	5898.29	6253.87	5966.46
257700_at	ALIS1	1028.65	1042.16	942.625	2123.69	2170.8	2138.16
257701_at	AT3G12710	547.789	599.407	550.906	468.461	493.367	436.416
257702_at	emb2742	1024.08	1169.94	1060.27	1055.48	1130.16	991.712
257703_at	AT3G12640	249.354	220.667	263.404	254.748	227.114	254.758
257704_at	MYB67	19.3277	13.3815	21.6808	12.461	18.3993	14.1183
257705_at	AT3G12760	1352.26	1344.27	1278.75	1384.19	1175.13	1319.82
257706_at	AT3G12685	236.347	220.496	268.257	272.874	165.786	285.017
257707_at	AT3G12650	745.221	772.547	766.019	664.808	680.767	717.004
257708_at	PA200	645.167	744.723	633.753	609.95	741.78	651
257709_at	AT3G27325	176.72	132.787	180.709	177.631	142.614	172.484
257710_at	AT3G27350	212.835	194.779	233.094	201.929	169.201	225.34
257711_at	PBB1	1971.63	2232.72	2025.16	2142.51	2129.19	1939.09
257712_at	AT3G27420	221.401	204.842	210.024	217.982	198.315	197.747
257713_at	SDH2-1	1910.2	1727.89	1960.28	1983.54	1617.29	1983.82
257714_at	AT1G09200	620.435	460.922	817.063	657.544	648.143	544.504
257715_at	ZIP1	140.698	128.962	130.418	124.447	133.405	128.723
257716_at	AT3G18300	37.143	45.2951	17.3538	33.9719	35.1256	23.3291
257717_at	EMB1865	1569.99	1234.88	1680.62	1438.16	1455.7	1694.11
257718_at	NAC058	85.6577	83.6899	78.0789	106.514	71.575	94.8966
257719_at	ALMT9	135.783	111.33	126.493	125.149	106.153	128.142
257720_at	AT3G18450	27.1899	30.7094	33.3015	35.9099	25.9194	26.1367
257721_at	AT3G18310	173.048	224.261	201.434	192.335	211.081	191.73
257722_at	AT3G18490	1541.57	1656.02	1510.97	1409.09	1345.26	1428.47
257723_at	AT3G18500	110.994	101.515	115.66	100.716	100.186	87.3448
257724_at	AT3G18510	291.283	214.058	300.815	291.012	245.52	297.586
257725_at	MSH2	60.3379	69.0443	74.4499	53.6844	55.41	93.6561
257726_at	AT3G18360	79.3691	66.834	46.1388	12.3552	10.1819	31.1037
257727_at	AT3G18380	257.419	266.397	236.728	235.321	233.135	209.522
257728_at	AT3G18295	129.699	131.474	153.981	169.987	201.776	155.961
257729_at	HDA15	277.726	246.581	235.122	268.982	242.156	248.522
257730_at	AT3G18420	1170.41	1072.54	1282.5	1307.1	1169.08	1076.76
257731_at	AT3G18430	511.291	512.975	520.016	463.29	463.152	476.618
257732_at	CASP	407.38	316.558	381.662	340.485	295.977	364.051
257733_at	AT3G18350	213.311	186.981	203.884	181.505	185.803	200.493
257734_at	ATSYTF	160.479	146.596	157.47	202.158	170.019	198.522
257735_at	AT3G27400	97.2669	215.1	122.468	114.164	205.058	266.729
257736_at	AT3G27410	9.5122	17.2825	29.4742	11.2543	23.3335	28.5559
257737_at	UKL5	64.1054	98.6813	65.4743	65.3186	71.6337	67.6755
257738_at	AT3G27450	73.4193	48.4096	75.9068	40.4448	51.0354	47.2464
257739_at	AT3G27470	170.187	122.897	139.99	144.884	121.661	131.114
257740_at	AT3G27330	59.1073	39.2995	57.0015	58.1278	56.1063	58.4894
257741_at	AT3G27340	352.074	357.781	353.832	339.933	323.417	316.291
257742_at	SDH2-1	384.053	393.366	348.983	410.155	430.67	382.689
257743_at	AT3G27390	698.82	653.865	630.076	660.59	554.597	645.645
257744_at	AT3G29230	364.367	280.991	379.148	312.233	272.087	365.973
257745_at	AT3G29240	1322.02	1245.38	1377.33	1187.8	1287.26	1300.13
257746_at	CM1	813.656	888.772	884.842	878.489	805.675	765.029
257747_at	AT3G18700	16.7432	13.9728	28.2504	16.9282	26.5624	25.382
257748_at	PUB29	106.656	115.624	111.014	924.418	812.034	1100.3
257749_at	ACT2	4973.92	5638.99	4842.87	5103.65	5109.61	4971.72
257750_at	AT3G18800	161.139	118.557	191.856	165.119	152.613	125.538
257751_at	MKS1	105.827	117.37	95.639	701.351	684.686	687.044
257752_at	AT3G18720	29.8741	42.2049	26.5686	37.4768	44.3254	27.0051
257753_at	AT3G18740	6508.31	6232.6	6429.28	6645.6	5749.99	6767.34
257754_at	RAB7B	1501.42	1353.45	1492.15	1517.26	1526.08	1401.72
257755_at	AT3G18760	728.163	623.153	731.876	715.907	621.397	712.163
257756_at	AT3G18680	1942.45	1938.3	2055.87	1873.11	1844.17	1723.7
257757_at	PGSIP1	21.6278	32.974	19.7159	22.3238	10.0511	24.3576
257758_at	AT3G22980	283.881	284.902	294.833	269.085	288.39	249.118
257759_at	CFM3A	416.532	320.013	470.893	378.229	376.081	463.838
257760_s_at	AT3G23085	3.46041	7.83337	6.26163	13.3777	3.79133	0.818353
257761_at	AT3G23090	238.932	153.684	192.508	227.894	204.092	160.06
257762_at	XRCC4	113.972	114.815	145.584	137.203	86.3421	131.253
257763_s_at	RLP38	44.0845	48.7208	30.4119	41.1087	40.1872	46.687
257764_at	RLP36	8.37652	11.9296	27.952	12.7238	9.28714	31.8043
257765_at	AT3G23020	53.3661	47.0765	75.8068	57.1846	36.969	53.6964
257766_at	IAA2	1093.23	891.512	1098.34	1736.36	1607.05	1918.34
257767_at	AT3G23040	46.5637	59.5623	40.4987	43.002	37.1943	48.7335
257768_at	AT3G23060	37.2873	29.5996	43.4826	38.305	33.2858	35.9952
257769_at	IAA7	1570.3	1255.42	1729.63	1353.43	1166.42	1401.79
257770_at	LFR	388.501	319.708	391.558	367.357	372.075	329.282
257771_at	CIPK7	1421.03	1174.4	1267.37	1365.59	1346.76	1672.68
257772_at	AT3G23080	245.463	181.182	261.78	193.634	234.145	272.477
257773_at	AT3G29185	1246.43	1236.89	1281.07	1213.46	1272.3	1180.32
257774_at	AT3G29250	142.688	166.385	157.017	259.73	193.844	147.721
257775_at	AT3G29260	36.2959	57.0209	54.9716	47.7025	37.4842	46.8498
257776_at	AT3G29190	60.2993	93.4697	56.6906	89.1733	69.8972	59.7747
257777_x_at	AT3G29210	29.0126	26.1879	24.0328	22.6037	25.4112	29.5226
257778_at	AT3G29220	3.94932	18.7292	null	10.4065	3.07693	20.7768
257779_at	CDG1	63.8855	70.0746	76.6963	71.8497	71.5191	49.2151
257780_at	AT3G27100	255.273	210.747	235.618	244.622	185.515	243.98
257781_at	AT3G27120	93.9839	37.4298	95.7024	92.9079	101.332	94.4424
257782_at	AT3G27130	41.3443	55.3698	49.6464	46.5163	43.9872	55.4197
257783_at	AT3G26950	386.692	379.964	407.134	382.866	384.204	361.001
257784_at	MUB4	337.474	318.996	321.864	678.405	796.312	734.624
257785_at	MUB4	439.538	510.684	390.126	855.043	934.589	818.535
257786_at	AT3G26990	194.627	190.789	192.222	198.343	181.74	181.275
257787_at	ARP2	154.62	135.774	161.256	134.291	134.385	133.456
257788_at	TCP20	153.54	163.213	145.337	170.65	161.243	186.867
257789_at	YSL6	648.637	630.126	665.387	551.461	647.771	610.134
257790_at	AT3G27090	1461.18	1130.54	1600.06	1512.81	1475.56	1590.63
257791_at	AT3G27110	214.919	217.718	223.064	227.578	204.036	220.881
257792_at	TOM20-3	1140.99	1003.05	1083.63	1011.34	1007.37	964.973
257793_at	AT3G26960	155.719	145.631	171.91	150.152	113.696	148.721
257794_at	AT3G27050	500.475	413.391	488.818	446.736	474.299	445.195
257795_at	AT3G15910	35	34.2081	24.4624	29.682	33.0484	35.2562
257796_at	AT3G15930	30.0433	43.986	32.8421	32.9049	18.7727	26.23
257797_at	AT3G15940	210.784	235.962	259.68	232.353	225.864	230.225
257798_at	NAI2	2311.87	2382.83	2292.54	2494.25	2279.29	2455.37
257799_at	AT3G15890	73.9429	50.4677	62.8453	44.3168	48.4371	62.4433
257800_at	AT3G15900	620.499	599.973	675.712	593.488	620.509	656.91
257801_at	WNK6	136.572	132.182	152.722	129.956	154.433	128.226
257802_at	AT3G18770	43.5235	56.7486	39.3552	45.7032	54.7682	38.0605
257803_at	AT3G18790	388.86	342.326	405.783	400.548	352.175	436.604
257804_at	AT3G18810	36.6682	38.6146	41.7945	40.0237	30.4549	37.7852
257805_at	PMT5	382.412	362.902	390.372	574.612	613.002	621.593
257806_at	AT3G18670	47.9944	82.5949	54.3491	75.6371	80.8692	67.7858
257807_at	GAPA	10113.2	9993.22	9748.32	10260.2	9870.09	9597.97
257808_at	AT3G26935	349.026	391.22	410.137	335.241	329.951	403.561
257809_at	TSO2	2067.84	2258.83	2437.01	2248.75	2160.42	2144.47
257810_at	TOM20-1	101.731	102.196	88.5583	113.424	102.181	115.9
257811_at	AT3G25280	56.2199	44.9628	57.4166	47.5107	40.168	47.5312
257812_at	AT3G25090	29.7182	35.8592	39.0218	34.1611	22.623	17.8618
257813_at	CDC45	117.274	143.894	120.888	132.877	156.483	141.927
257814_at	FaTA	99.5575	98.5089	113.32	102.94	86.2138	92.4117
257815_at	AT3G25130	22.2629	null	18.5348	15.9099	24.8675	25.1525
257816_at	QUA1	1418.29	1433.96	1420.98	1365.12	1412.09	1434.43
257817_at	AT3G25150	585.017	494.241	592.747	518.837	525.185	519.569
257818_at	AT3G25120	948.796	915.021	974.117	985.779	832.586	753.261
257819_at	RALFL25	30.8436	21.0964	23.9966	23.5783	15.8422	27.9054
257820_at	FKBP15-1	949.424	803.539	936.717	843.909	732.111	830.076
257821_at	RALFL26	42.0338	47.6343	57.6351	49.1907	46.8822	16.2155
257822_at	ROF1	1007.48	706.943	1022.22	914.445	788.644	1068.56
257823_at	AT3G25190	167.095	176.19	208.353	174.073	140.468	181.115
257824_at	AT3G25290	292.894	280.375	270.115	295.411	238.524	247.745
257825_at	AT3G26700	189.834	162.477	216.315	191.544	173.397	150.503
257826_at	AT3G26730	592.983	545.18	549.33	574.15	468.483	526.335
257827_at	AT3G26630	179.537	176.971	196.2	187.345	124.562	185.086
257828_at	AT3G26670	356.8	307.89	377.21	356.752	371.084	392.295
257829_at	SNM1	146.933	158.368	149.604	219.675	178.629	214.078
257830_at	NUDX13	381.086	329.591	358.356	373.473	349.558	427.08
257831_at	CCB1	2217.84	2359.18	2355.18	1990.81	2282.48	2328.52
257832_at	CCL	1455.74	792.284	2001.38	1233.36	1178.02	1487.09
257833_at	LWD2	231.465	308.543	253.877	235.733	219.945	200.427
257834_at	AT3G26720	538.248	430.893	515.254	516.701	434.929	527.886
257835_at	CYP82G1	58.2854	67.2006	88.8552	59.3364	65.5283	58.4719
257836_at	At3g25185	6.12026	21.6896	18.8095	15.6185	9.25701	12.7564
257837_at	AT3G25200	14.9655	45.4883	30.1136	21.3542	24.0338	16.9483
257838_at	AT3G25210	171.967	167.7	215.004	162.487	159.012	119.247
257839_at	AT3G25080	70.2698	92.8093	76.5767	74.8598	75.729	74.1656
257840_at	AGC2-1	214.459	157.45	157.498	547.784	646.156	573.317
257841_at	AT3G25260	86.9589	77.0084	70.549	89.6898	95.5577	83.6782
257842_at	PGP18	104.677	98.6	76.0979	102.098	76.5003	80.7472
257843_at	AT3G28400	38.0789	40.5694	56.3123	53.1304	43.0958	34.1292
257844_at	AT3G28480	603.151	524.128	538.561	583.003	541.311	528.762
257845_at	AT3G28430	107.426	113.671	115.902	94.0884	116.143	99.1264
257846_at	AT3G12910	null	null	null	329.64	364.357	418.436
257847_at	AT3G13020	44.2012	27.7757	61.5728	52.0139	51.5257	67.1374
257848_at	AT3G13030	144.642	138.184	169.782	165.335	186.954	139.431
257849_at	ECT5	492.096	511.176	518.615	468.786	527.442	433.414
257850_at	SRF4	52.9163	21.8368	50.1343	63.9714	30.7058	23.0595
